timestamp,hour,day_of_week,month,temperature,humidity,wind_speed,cloud_cover,rainfall,weather_condition
2024-01-01 23:00:00,23,0,1,23.36,81.29,6.29,60.65,0.0,Partly Cloudy
2024-01-02 00:00:00,0,1,1,19.94,83.94,21.27,19.25,0.0,Clear
2024-01-02 01:00:00,1,1,1,22.95,78.6,5.97,33.04,0.0,Clear
2024-01-02 02:00:00,2,1,1,22.35,83.47,12.1,81.78,1.65,Light Rain
2024-01-02 03:00:00,3,1,1,22.52,78.75,10.9,27.09,0.0,Clear
2024-01-02 04:00:00,4,1,1,22.72,81.39,20.36,29.41,0.0,Clear
2024-01-02 05:00:00,5,1,1,22.5,79.44,26.1,56.1,0.0,Partly Cloudy
2024-01-02 06:00:00,6,1,1,26.99,75.26,18.98,77.73,0.0,Cloudy
2024-01-02 07:00:00,7,1,1,25.03,75.23,14.06,28.03,0.0,Clear
2024-01-02 08:00:00,8,1,1,29.4,77.44,13.86,54.45,0.0,Partly Cloudy
2024-01-02 09:00:00,9,1,1,27.88,71.27,7.72,7.31,0.0,Clear
2024-01-02 10:00:00,10,1,1,27.53,69.0,24.48,52.8,0.0,Partly Cloudy
2024-01-02 11:00:00,11,1,1,29.59,82.12,26.75,49.15,0.0,Partly Cloudy
2024-01-02 12:00:00,12,1,1,30.97,66.86,8.44,7.9,0.0,Clear
2024-01-02 13:00:00,13,1,1,30.56,68.5,9.46,72.39,0.0,Partly Cloudy
2024-01-02 14:00:00,14,1,1,29.43,78.93,1.39,50.2,0.0,Partly Cloudy
2024-01-02 15:00:00,15,1,1,27.17,70.28,26.98,53.7,0.0,Partly Cloudy
2024-01-02 16:00:00,16,1,1,24.41,66.0,24.34,41.05,0.0,Partly Cloudy
2024-01-02 17:00:00,17,1,1,24.28,75.73,19.28,33.89,4.28,Light Rain
2024-01-02 18:00:00,18,1,1,27.78,68.81,29.06,47.99,0.0,Partly Cloudy
2024-01-02 19:00:00,19,1,1,23.64,77.33,19.08,38.49,0.0,Clear
2024-01-02 20:00:00,20,1,1,24.68,82.26,23.62,36.86,0.98,Light Rain
2024-01-02 21:00:00,21,1,1,23.69,81.59,11.83,51.5,0.0,Partly Cloudy
2024-01-02 22:00:00,22,1,1,23.68,78.24,20.79,41.31,0.0,Partly Cloudy
2024-01-02 23:00:00,23,1,1,23.5,79.93,17.46,36.59,0.0,Clear
2024-01-03 00:00:00,0,2,1,20.48,80.48,16.76,9.54,0.0,Clear
2024-01-03 01:00:00,1,2,1,23.28,83.79,16.99,60.9,0.0,Partly Cloudy
2024-01-03 02:00:00,2,2,1,21.92,84.21,10.82,27.18,0.0,Clear
2024-01-03 03:00:00,3,2,1,21.34,79.75,13.96,22.88,0.0,Clear
2024-01-03 04:00:00,4,2,1,24.71,70.26,0.74,27.85,0.0,Clear
2024-01-03 05:00:00,5,2,1,25.65,75.49,11.85,28.52,0.0,Clear
2024-01-03 06:00:00,6,2,1,25.33,76.61,5.38,28.72,0.0,Clear
2024-01-03 07:00:00,7,2,1,27.47,71.7,13.79,32.36,0.0,Clear
2024-01-03 08:00:00,8,2,1,27.48,79.76,19.67,79.69,0.23,Light Rain
2024-01-03 09:00:00,9,2,1,28.06,76.35,0.38,85.67,0.0,Cloudy
2024-01-03 10:00:00,10,2,1,28.08,61.11,14.9,35.45,0.0,Clear
2024-01-03 11:00:00,11,2,1,30.38,77.55,17.6,22.77,0.0,Clear
2024-01-03 12:00:00,12,2,1,28.7,71.48,3.22,45.92,0.0,Partly Cloudy
2024-01-03 13:00:00,13,2,1,25.59,65.66,11.13,37.37,0.0,Clear
2024-01-03 14:00:00,14,2,1,28.94,69.1,0.79,11.02,0.0,Clear
2024-01-03 15:00:00,15,2,1,26.99,69.95,13.94,53.89,0.0,Partly Cloudy
2024-01-03 16:00:00,16,2,1,27.5,77.63,13.33,22.83,0.0,Clear
2024-01-03 17:00:00,17,2,1,28.67,78.1,8.53,20.84,0.0,Clear
2024-01-03 18:00:00,18,2,1,22.76,79.43,10.9,80.81,0.0,Cloudy
2024-01-03 19:00:00,19,2,1,25.84,77.95,11.88,46.62,1.99,Light Rain
2024-01-03 20:00:00,20,2,1,23.35,70.98,17.36,60.83,0.0,Partly Cloudy
2024-01-03 21:00:00,21,2,1,22.48,83.31,4.11,60.9,0.0,Partly Cloudy
2024-01-03 22:00:00,22,2,1,21.1,78.79,3.72,47.71,0.0,Partly Cloudy
2024-01-03 23:00:00,23,2,1,20.49,80.9,11.1,46.07,0.0,Partly Cloudy
2024-01-04 00:00:00,0,3,1,22.27,78.62,6.42,6.31,0.0,Clear
2024-01-04 01:00:00,1,3,1,22.4,81.39,36.63,37.27,0.0,Clear
2024-01-04 02:00:00,2,3,1,18.25,75.55,0.62,43.3,0.0,Partly Cloudy
2024-01-04 03:00:00,3,3,1,25.1,82.94,11.94,33.52,0.0,Clear
2024-01-04 04:00:00,4,3,1,24.92,72.31,10.48,43.93,0.0,Partly Cloudy
2024-01-04 05:00:00,5,3,1,22.27,79.11,6.79,42.13,0.0,Partly Cloudy
2024-01-04 06:00:00,6,3,1,24.58,75.24,5.35,44.11,0.0,Partly Cloudy
2024-01-04 07:00:00,7,3,1,25.57,77.48,16.01,8.41,0.0,Clear
2024-01-04 08:00:00,8,3,1,29.83,69.19,16.56,56.22,0.0,Partly Cloudy
2024-01-04 09:00:00,9,3,1,28.62,66.94,17.11,2.93,0.0,Clear
2024-01-04 10:00:00,10,3,1,26.45,66.37,8.92,64.54,0.0,Partly Cloudy
2024-01-04 11:00:00,11,3,1,30.06,77.38,7.77,22.04,0.0,Clear
2024-01-04 12:00:00,12,3,1,29.54,70.43,10.75,54.21,0.0,Partly Cloudy
2024-01-04 13:00:00,13,3,1,28.53,68.01,15.16,72.76,0.0,Partly Cloudy
2024-01-04 14:00:00,14,3,1,29.41,76.68,8.74,11.71,0.0,Clear
2024-01-04 15:00:00,15,3,1,28.26,79.85,14.62,24.11,0.0,Clear
2024-01-04 16:00:00,16,3,1,27.55,65.11,21.15,51.18,11.22,Heavy Rain
2024-01-04 17:00:00,17,3,1,25.71,75.73,3.27,22.72,10.47,Heavy Rain
2024-01-04 18:00:00,18,3,1,24.69,80.19,7.92,49.55,1.3,Light Rain
2024-01-04 19:00:00,19,3,1,25.81,81.16,23.09,67.7,0.0,Partly Cloudy
2024-01-04 20:00:00,20,3,1,21.53,78.35,18.68,66.29,0.0,Partly Cloudy
2024-01-04 21:00:00,21,3,1,22.84,91.75,10.38,37.75,0.0,Clear
2024-01-04 22:00:00,22,3,1,23.03,80.41,15.54,62.53,6.67,Light Rain
2024-01-04 23:00:00,23,3,1,20.05,79.2,12.45,65.93,0.0,Partly Cloudy
2024-01-05 00:00:00,0,4,1,21.2,74.94,1.24,51.59,0.0,Partly Cloudy
2024-01-05 01:00:00,1,4,1,21.03,88.17,9.92,12.57,0.0,Clear
2024-01-05 02:00:00,2,4,1,19.96,78.18,17.57,52.0,0.0,Partly Cloudy
2024-01-05 03:00:00,3,4,1,22.17,73.0,32.59,52.44,0.0,Partly Cloudy
2024-01-05 04:00:00,4,4,1,24.41,74.63,7.63,46.44,7.47,Light Rain
2024-01-05 05:00:00,5,4,1,26.45,63.0,4.63,19.61,0.0,Clear
2024-01-05 06:00:00,6,4,1,24.84,74.25,16.22,74.31,0.0,Partly Cloudy
2024-01-05 07:00:00,7,4,1,27.17,69.84,11.29,29.75,0.0,Clear
2024-01-05 08:00:00,8,4,1,25.71,72.99,10.96,65.04,0.0,Partly Cloudy
2024-01-05 09:00:00,9,4,1,29.45,66.76,13.88,61.48,0.0,Partly Cloudy
2024-01-05 10:00:00,10,4,1,29.79,62.32,26.12,25.3,0.0,Clear
2024-01-05 11:00:00,11,4,1,30.4,63.11,21.97,4.47,0.0,Clear
2024-01-05 12:00:00,12,4,1,29.26,74.86,11.75,18.69,0.0,Clear
2024-01-05 13:00:00,13,4,1,32.5,73.53,7.02,30.49,0.0,Clear
2024-01-05 14:00:00,14,4,1,29.39,62.52,16.41,59.19,0.0,Partly Cloudy
2024-01-05 15:00:00,15,4,1,30.66,79.32,3.97,78.83,0.0,Cloudy
2024-01-05 16:00:00,16,4,1,25.48,70.76,13.59,10.03,0.0,Clear
2024-01-05 17:00:00,17,4,1,28.45,69.29,16.59,7.13,0.0,Clear
2024-01-05 18:00:00,18,4,1,25.68,78.04,0.15,48.98,0.0,Partly Cloudy
2024-01-05 19:00:00,19,4,1,23.84,77.51,13.44,41.81,0.0,Partly Cloudy
2024-01-05 20:00:00,20,4,1,26.12,80.0,16.26,12.13,0.0,Clear
2024-01-05 21:00:00,21,4,1,20.59,77.4,20.52,33.11,0.0,Clear
2024-01-05 22:00:00,22,4,1,23.56,77.06,17.06,27.32,0.0,Clear
2024-01-05 23:00:00,23,4,1,21.74,74.42,20.43,29.08,0.0,Clear
2024-01-06 00:00:00,0,5,1,22.81,77.42,12.77,46.67,0.0,Partly Cloudy
2024-01-06 01:00:00,1,5,1,23.46,78.9,8.48,59.01,0.0,Partly Cloudy
2024-01-06 02:00:00,2,5,1,22.34,83.78,12.66,39.9,0.0,Clear
2024-01-06 03:00:00,3,5,1,21.55,90.03,9.1,16.58,0.0,Clear
2024-01-06 04:00:00,4,5,1,22.77,76.09,1.24,55.57,1.23,Light Rain
2024-01-06 05:00:00,5,5,1,22.56,75.47,5.4,79.74,0.0,Cloudy
2024-01-06 06:00:00,6,5,1,27.15,83.11,0.56,49.87,2.15,Light Rain
2024-01-06 07:00:00,7,5,1,25.6,80.81,7.43,18.67,0.0,Clear
2024-01-06 08:00:00,8,5,1,27.71,64.92,24.38,71.17,0.0,Partly Cloudy
2024-01-06 09:00:00,9,5,1,29.11,72.89,14.68,26.3,0.0,Clear
2024-01-06 10:00:00,10,5,1,26.8,67.02,11.73,56.82,0.0,Partly Cloudy
2024-01-06 11:00:00,11,5,1,27.67,70.09,21.51,79.91,5.67,Light Rain
2024-01-06 12:00:00,12,5,1,26.94,72.31,13.92,33.03,0.0,Clear
2024-01-06 13:00:00,13,5,1,30.03,75.21,24.25,21.4,0.0,Clear
2024-01-06 14:00:00,14,5,1,28.31,66.5,6.48,46.84,1.69,Light Rain
2024-01-06 15:00:00,15,5,1,30.15,72.42,12.37,10.04,0.0,Clear
2024-01-06 16:00:00,16,5,1,26.94,73.6,14.0,47.34,0.54,Light Rain
2024-01-06 17:00:00,17,5,1,24.27,74.58,15.27,41.11,0.0,Partly Cloudy
2024-01-06 18:00:00,18,5,1,22.69,79.83,8.16,49.77,0.0,Partly Cloudy
2024-01-06 19:00:00,19,5,1,24.93,75.64,4.28,36.63,0.0,Clear
2024-01-06 20:00:00,20,5,1,21.56,76.61,17.19,51.64,0.0,Partly Cloudy
2024-01-06 21:00:00,21,5,1,21.73,77.42,2.82,28.4,0.0,Clear
2024-01-06 22:00:00,22,5,1,23.28,78.3,6.31,46.16,0.0,Partly Cloudy
2024-01-06 23:00:00,23,5,1,23.7,82.36,11.77,46.91,0.0,Partly Cloudy
2024-01-07 00:00:00,0,6,1,22.09,83.04,4.45,41.4,0.0,Partly Cloudy
2024-01-07 01:00:00,1,6,1,22.6,74.68,11.6,57.72,0.0,Partly Cloudy
2024-01-07 02:00:00,2,6,1,20.83,79.26,0.73,55.6,0.0,Partly Cloudy
2024-01-07 03:00:00,3,6,1,19.74,77.67,6.49,79.1,0.0,Cloudy
2024-01-07 04:00:00,4,6,1,23.96,79.89,11.81,27.96,0.0,Clear
2024-01-07 05:00:00,5,6,1,22.63,78.92,26.25,22.05,0.0,Clear
2024-01-07 06:00:00,6,6,1,25.13,71.34,13.56,25.73,0.0,Clear
2024-01-07 07:00:00,7,6,1,27.3,75.08,5.61,61.53,0.0,Partly Cloudy
2024-01-07 08:00:00,8,6,1,26.53,77.95,12.92,29.5,0.0,Clear
2024-01-07 09:00:00,9,6,1,27.2,69.62,13.64,25.8,0.0,Clear
2024-01-07 10:00:00,10,6,1,33.31,70.19,4.53,51.0,0.0,Partly Cloudy
2024-01-07 11:00:00,11,6,1,29.45,67.66,13.69,58.5,0.0,Partly Cloudy
2024-01-07 12:00:00,12,6,1,26.61,65.49,0.49,54.56,0.0,Partly Cloudy
2024-01-07 13:00:00,13,6,1,29.21,62.01,7.42,49.65,0.0,Partly Cloudy
2024-01-07 14:00:00,14,6,1,30.93,74.55,15.21,33.25,0.0,Clear
2024-01-07 15:00:00,15,6,1,27.22,73.08,9.67,10.86,0.0,Clear
2024-01-07 16:00:00,16,6,1,24.05,73.68,2.76,66.56,0.7,Light Rain
2024-01-07 17:00:00,17,6,1,28.18,73.47,15.82,62.24,0.0,Partly Cloudy
2024-01-07 18:00:00,18,6,1,23.07,72.86,24.01,41.26,0.0,Partly Cloudy
2024-01-07 19:00:00,19,6,1,26.2,78.2,15.44,52.37,0.0,Partly Cloudy
2024-01-07 20:00:00,20,6,1,23.29,77.31,17.82,41.37,0.0,Partly Cloudy
2024-01-07 21:00:00,21,6,1,21.02,78.93,3.99,49.05,3.36,Light Rain
2024-01-07 22:00:00,22,6,1,20.63,81.35,4.49,59.87,0.0,Partly Cloudy
2024-01-07 23:00:00,23,6,1,24.41,82.57,4.66,17.91,0.0,Clear
2024-01-08 00:00:00,0,0,1,20.73,80.34,13.58,37.56,0.0,Clear
2024-01-08 01:00:00,1,0,1,19.82,75.97,14.37,59.41,6.71,Light Rain
2024-01-08 02:00:00,2,0,1,21.57,84.15,21.52,11.65,0.0,Clear
2024-01-08 03:00:00,3,0,1,23.53,77.79,13.0,35.05,0.0,Clear
2024-01-08 04:00:00,4,0,1,25.79,73.27,4.07,12.06,0.0,Clear
2024-01-08 05:00:00,5,0,1,23.47,84.5,20.08,10.05,0.0,Clear
2024-01-08 06:00:00,6,0,1,21.65,86.45,0.88,3.57,0.0,Clear
2024-01-08 07:00:00,7,0,1,27.52,76.68,18.83,47.49,0.0,Partly Cloudy
2024-01-08 08:00:00,8,0,1,26.27,71.1,1.54,25.17,0.0,Clear
2024-01-08 09:00:00,9,0,1,27.3,76.06,0.56,13.21,0.0,Clear
2024-01-08 10:00:00,10,0,1,29.69,65.83,12.84,13.78,0.0,Clear
2024-01-08 11:00:00,11,0,1,27.86,70.07,16.42,26.15,0.0,Clear
2024-01-08 12:00:00,12,0,1,29.59,72.72,12.39,32.52,0.0,Clear
2024-01-08 13:00:00,13,0,1,27.32,63.95,6.46,16.95,0.0,Clear
2024-01-08 14:00:00,14,0,1,27.86,72.06,5.32,63.35,0.0,Partly Cloudy
2024-01-08 15:00:00,15,0,1,27.13,70.54,10.96,41.46,0.0,Partly Cloudy
2024-01-08 16:00:00,16,0,1,26.57,65.65,11.29,58.65,0.0,Partly Cloudy
2024-01-08 17:00:00,17,0,1,27.9,79.23,14.42,33.77,0.0,Clear
2024-01-08 18:00:00,18,0,1,25.1,69.5,6.31,30.17,0.0,Clear
2024-01-08 19:00:00,19,0,1,23.43,79.8,20.25,76.5,0.0,Cloudy
2024-01-08 20:00:00,20,0,1,23.96,80.97,27.57,17.01,0.0,Clear
2024-01-08 21:00:00,21,0,1,21.09,81.68,4.68,52.01,0.0,Partly Cloudy
2024-01-08 22:00:00,22,0,1,23.79,76.66,0.74,29.79,0.0,Clear
2024-01-08 23:00:00,23,0,1,20.41,80.96,7.78,35.27,0.0,Clear
2024-01-09 00:00:00,0,1,1,22.84,74.65,4.88,28.45,0.0,Clear
2024-01-09 01:00:00,1,1,1,20.27,71.82,29.25,18.2,0.0,Clear
2024-01-09 02:00:00,2,1,1,23.2,77.41,15.71,18.68,0.0,Clear
2024-01-09 03:00:00,3,1,1,23.43,81.53,7.94,27.47,0.0,Clear
2024-01-09 04:00:00,4,1,1,22.05,77.75,13.36,31.68,0.0,Clear
2024-01-09 05:00:00,5,1,1,28.06,74.79,6.8,65.7,0.35,Light Rain
2024-01-09 06:00:00,6,1,1,24.94,75.28,16.24,30.81,0.0,Clear
2024-01-09 07:00:00,7,1,1,25.03,72.99,2.32,65.05,0.0,Partly Cloudy
2024-01-09 08:00:00,8,1,1,28.03,71.43,23.93,46.43,0.0,Partly Cloudy
2024-01-09 09:00:00,9,1,1,27.31,69.95,8.89,68.7,0.0,Partly Cloudy
2024-01-09 10:00:00,10,1,1,30.23,57.9,19.47,16.31,0.0,Clear
2024-01-09 11:00:00,11,1,1,30.08,73.97,7.39,1.37,0.0,Clear
2024-01-09 12:00:00,12,1,1,28.21,62.61,13.47,30.64,0.0,Clear
2024-01-09 13:00:00,13,1,1,31.06,69.38,11.78,12.58,0.0,Clear
2024-01-09 14:00:00,14,1,1,27.57,63.81,0.91,65.18,0.0,Partly Cloudy
2024-01-09 15:00:00,15,1,1,27.23,76.66,7.16,67.77,5.38,Light Rain
2024-01-09 16:00:00,16,1,1,28.78,73.88,18.4,24.72,0.0,Clear
2024-01-09 17:00:00,17,1,1,26.57,82.32,10.17,45.8,0.0,Partly Cloudy
2024-01-09 18:00:00,18,1,1,25.68,70.99,22.39,40.19,0.0,Partly Cloudy
2024-01-09 19:00:00,19,1,1,23.69,74.11,14.26,16.37,0.0,Clear
2024-01-09 20:00:00,20,1,1,22.27,71.24,7.98,59.11,0.0,Partly Cloudy
2024-01-09 21:00:00,21,1,1,21.7,78.73,23.64,58.95,0.0,Partly Cloudy
2024-01-09 22:00:00,22,1,1,23.55,82.11,10.32,48.49,0.0,Partly Cloudy
2024-01-09 23:00:00,23,1,1,22.41,80.57,8.13,28.48,0.0,Clear
2024-01-10 00:00:00,0,2,1,22.63,81.52,14.13,65.98,0.0,Partly Cloudy
2024-01-10 01:00:00,1,2,1,22.87,83.5,3.69,41.6,0.0,Partly Cloudy
2024-01-10 02:00:00,2,2,1,20.96,79.48,0.06,37.22,0.0,Clear
2024-01-10 03:00:00,3,2,1,19.72,78.93,26.49,32.67,0.0,Clear
2024-01-10 04:00:00,4,2,1,24.41,76.25,11.84,67.71,0.0,Partly Cloudy
2024-01-10 05:00:00,5,2,1,26.3,74.18,14.09,27.35,0.0,Clear
2024-01-10 06:00:00,6,2,1,26.07,76.39,23.64,24.81,0.0,Clear
2024-01-10 07:00:00,7,2,1,25.21,63.24,16.71,69.15,0.0,Partly Cloudy
2024-01-10 08:00:00,8,2,1,24.76,78.33,7.42,55.68,0.34,Light Rain
2024-01-10 09:00:00,9,2,1,30.54,81.49,28.49,68.0,0.0,Partly Cloudy
2024-01-10 10:00:00,10,2,1,30.11,66.58,11.97,42.22,0.0,Partly Cloudy
2024-01-10 11:00:00,11,2,1,29.4,77.56,2.87,48.57,0.0,Partly Cloudy
2024-01-10 12:00:00,12,2,1,29.2,77.57,17.05,8.67,0.0,Clear
2024-01-10 13:00:00,13,2,1,28.93,65.37,9.02,76.13,0.0,Cloudy
2024-01-10 14:00:00,14,2,1,29.39,71.37,2.15,46.56,10.31,Heavy Rain
2024-01-10 15:00:00,15,2,1,27.68,73.47,10.46,61.47,0.0,Partly Cloudy
2024-01-10 16:00:00,16,2,1,30.06,77.0,18.22,63.51,0.0,Partly Cloudy
2024-01-10 17:00:00,17,2,1,26.97,74.31,4.19,24.72,0.0,Clear
2024-01-10 18:00:00,18,2,1,25.95,73.48,24.54,28.92,0.0,Clear
2024-01-10 19:00:00,19,2,1,24.52,70.64,2.1,19.24,0.0,Clear
2024-01-10 20:00:00,20,2,1,24.18,76.95,7.17,68.36,0.0,Partly Cloudy
2024-01-10 21:00:00,21,2,1,20.91,81.37,1.33,6.13,0.0,Clear
2024-01-10 22:00:00,22,2,1,20.84,75.28,13.6,62.15,0.0,Partly Cloudy
2024-01-10 23:00:00,23,2,1,21.77,75.69,12.69,15.47,0.0,Clear
2024-01-11 00:00:00,0,3,1,22.76,88.85,3.73,24.54,0.0,Clear
2024-01-11 01:00:00,1,3,1,20.57,79.54,6.97,56.83,0.0,Partly Cloudy
2024-01-11 02:00:00,2,3,1,20.51,72.1,12.76,25.71,0.0,Clear
2024-01-11 03:00:00,3,3,1,22.48,74.86,12.67,49.19,0.0,Partly Cloudy
2024-01-11 04:00:00,4,3,1,22.27,84.05,7.45,7.51,0.0,Clear
2024-01-11 05:00:00,5,3,1,26.15,78.98,18.12,28.79,0.0,Clear
2024-01-11 06:00:00,6,3,1,24.13,79.17,8.58,27.58,0.0,Clear
2024-01-11 07:00:00,7,3,1,25.62,71.13,14.38,27.17,0.0,Clear
2024-01-11 08:00:00,8,3,1,25.8,73.46,13.93,47.63,0.0,Partly Cloudy
2024-01-11 09:00:00,9,3,1,29.95,78.63,2.49,20.99,0.0,Clear
2024-01-11 10:00:00,10,3,1,32.75,66.64,16.77,38.99,0.0,Clear
2024-01-11 11:00:00,11,3,1,28.81,60.39,10.68,42.49,0.0,Partly Cloudy
2024-01-11 12:00:00,12,3,1,29.37,72.73,5.28,33.61,6.91,Light Rain
2024-01-11 13:00:00,13,3,1,31.09,77.78,19.99,29.99,0.0,Clear
2024-01-11 14:00:00,14,3,1,29.07,64.77,21.5,27.41,0.0,Clear
2024-01-11 15:00:00,15,3,1,29.11,69.09,18.97,43.97,0.0,Partly Cloudy
2024-01-11 16:00:00,16,3,1,27.59,75.07,13.44,37.86,1.51,Light Rain
2024-01-11 17:00:00,17,3,1,26.85,76.96,4.27,27.55,0.0,Clear
2024-01-11 18:00:00,18,3,1,25.22,76.26,11.49,50.55,0.0,Partly Cloudy
2024-01-11 19:00:00,19,3,1,24.03,78.4,8.52,41.1,0.0,Partly Cloudy
2024-01-11 20:00:00,20,3,1,24.32,81.94,7.79,56.17,0.0,Partly Cloudy
2024-01-11 21:00:00,21,3,1,21.21,78.99,3.08,50.44,0.0,Partly Cloudy
2024-01-11 22:00:00,22,3,1,20.34,81.47,19.19,50.75,0.0,Partly Cloudy
2024-01-11 23:00:00,23,3,1,22.64,76.58,12.66,28.94,0.0,Clear
2024-01-12 00:00:00,0,4,1,23.14,81.74,21.31,34.51,0.0,Clear
2024-01-12 01:00:00,1,4,1,22.52,93.27,2.48,20.51,0.0,Clear
2024-01-12 02:00:00,2,4,1,24.0,89.86,3.1,36.27,0.0,Clear
2024-01-12 03:00:00,3,4,1,21.13,78.69,9.95,3.08,0.0,Clear
2024-01-12 04:00:00,4,4,1,24.23,88.95,12.86,39.23,0.0,Clear
2024-01-12 05:00:00,5,4,1,24.04,65.95,15.62,15.74,0.04,Light Rain
2024-01-12 06:00:00,6,4,1,23.22,73.45,5.98,27.73,0.0,Clear
2024-01-12 07:00:00,7,4,1,26.2,77.06,13.71,23.5,0.0,Clear
2024-01-12 08:00:00,8,4,1,24.16,82.01,11.51,50.82,0.0,Partly Cloudy
2024-01-12 09:00:00,9,4,1,28.63,74.01,0.65,51.66,0.0,Partly Cloudy
2024-01-12 10:00:00,10,4,1,27.94,69.33,4.87,8.12,0.0,Clear
2024-01-12 11:00:00,11,4,1,29.07,70.55,10.2,15.56,0.0,Clear
2024-01-12 12:00:00,12,4,1,31.14,69.51,12.15,47.36,0.0,Partly Cloudy
2024-01-12 13:00:00,13,4,1,28.35,71.98,2.85,70.86,0.0,Partly Cloudy
2024-01-12 14:00:00,14,4,1,27.9,67.93,12.74,58.85,0.0,Partly Cloudy
2024-01-12 15:00:00,15,4,1,29.68,73.6,6.83,78.65,0.0,Cloudy
2024-01-12 16:00:00,16,4,1,25.76,79.46,10.0,39.9,0.0,Clear
2024-01-12 17:00:00,17,4,1,27.63,64.96,22.43,18.58,0.0,Clear
2024-01-12 18:00:00,18,4,1,27.62,69.47,10.28,23.84,0.0,Clear
2024-01-12 19:00:00,19,4,1,26.33,83.27,7.5,22.28,0.0,Clear
2024-01-12 20:00:00,20,4,1,21.63,71.33,7.26,34.13,0.0,Clear
2024-01-12 21:00:00,21,4,1,21.86,78.46,16.37,57.36,0.0,Partly Cloudy
2024-01-12 22:00:00,22,4,1,21.4,78.04,24.79,53.06,0.0,Partly Cloudy
2024-01-12 23:00:00,23,4,1,22.58,78.16,21.38,71.82,3.9,Light Rain
2024-01-13 00:00:00,0,5,1,19.17,80.92,2.56,59.94,0.0,Partly Cloudy
2024-01-13 01:00:00,1,5,1,19.94,75.46,1.91,58.04,0.0,Partly Cloudy
2024-01-13 02:00:00,2,5,1,23.06,78.47,3.13,30.85,4.85,Light Rain
2024-01-13 03:00:00,3,5,1,23.92,76.3,1.79,46.91,0.0,Partly Cloudy
2024-01-13 04:00:00,4,5,1,23.8,86.35,9.11,35.0,0.0,Clear
2024-01-13 05:00:00,5,5,1,23.81,75.67,2.62,32.95,0.0,Clear
2024-01-13 06:00:00,6,5,1,23.23,70.79,17.12,65.15,0.0,Partly Cloudy
2024-01-13 07:00:00,7,5,1,31.14,79.68,9.3,27.64,0.0,Clear
2024-01-13 08:00:00,8,5,1,29.15,71.48,10.92,46.11,0.0,Partly Cloudy
2024-01-13 09:00:00,9,5,1,28.52,81.25,10.07,39.68,2.22,Light Rain
2024-01-13 10:00:00,10,5,1,27.93,74.98,19.63,40.21,7.0,Light Rain
2024-01-13 11:00:00,11,5,1,30.34,73.66,21.46,42.27,0.0,Partly Cloudy
2024-01-13 12:00:00,12,5,1,28.17,69.88,1.12,17.04,0.0,Clear
2024-01-13 13:00:00,13,5,1,28.8,70.32,16.87,32.86,0.0,Clear
2024-01-13 14:00:00,14,5,1,28.6,71.08,10.71,36.24,0.0,Clear
2024-01-13 15:00:00,15,5,1,26.82,70.69,17.61,25.76,0.0,Clear
2024-01-13 16:00:00,16,5,1,27.52,72.62,1.22,55.75,0.0,Partly Cloudy
2024-01-13 17:00:00,17,5,1,26.75,71.25,18.46,18.54,0.0,Clear
2024-01-13 18:00:00,18,5,1,27.46,76.96,7.93,70.14,0.0,Partly Cloudy
